"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","BSS Id","SSID","Info"
"2942","17.444064","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=30, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2956","17.542873","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=140, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2957","17.546447","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=31, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2972","17.647866","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=141, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2973","17.651477","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=32, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2985","17.747659","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=142, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2986","17.751238","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=33, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2997","17.850042","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=143, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"2998","17.853683","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=34, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3010","17.955324","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=144, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3011","17.959271","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=35, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3024","18.055085","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=145, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3025","18.058670","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=36, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3041","18.157216","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=146, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3042","18.160841","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=37, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3055","18.259625","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=147, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3056","18.263251","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=38, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3073","18.362012","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=148, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3074","18.365633","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=39, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3091","18.464434","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=149, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3092","18.468082","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=40, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3113","18.566848","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=150, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3114","18.570450","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=41, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3133","18.669231","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=151, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3134","18.672842","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=42, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3152","18.771643","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=152, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3153","18.775263","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=43, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3172","18.874024","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=153, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3173","18.877624","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=44, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3191","18.979979","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=154, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3192","18.980000","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=45, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3209","19.078836","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=155, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3210","19.082423","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=46, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3228","19.181222","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=156, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3229","19.184826","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=47, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3246","19.283661","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=157, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3247","19.287267","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=48, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3268","19.386031","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=158, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3269","19.389615","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=49, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3286","19.488487","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=159, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3287","19.492131","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=50, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3307","19.590833","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=160, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3308","19.594454","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=51, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3324","19.693369","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=161, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3325","19.696959","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=52, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3343","19.795805","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=162, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3344","19.799389","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=53, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3356","19.898021","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=163, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3357","19.901623","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=54, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3371","20.000526","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=164, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3384","20.105541","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=165, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3385","20.109166","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=56, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3402","20.205242","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=166, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3403","20.208842","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=57, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3417","20.307655","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=167, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3418","20.311235","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=58, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3431","20.413654","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=59, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3449","20.512418","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=169, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3450","20.516034","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=60, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3466","20.614832","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=170, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3467","20.618449","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=61, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3483","20.717224","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=171, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3484","20.720825","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=62, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3505","20.819608","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=172, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3506","20.823224","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=63, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3519","20.922083","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=173, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3520","20.925700","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=64, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3537","21.024432","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=174, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3538","21.028025","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=65, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3553","21.126809","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=175, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3554","21.130436","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=66, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3575","21.235493","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=67, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3592","21.331614","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=177, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3593","21.335221","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=68, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3606","21.434028","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=178, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3607","21.437633","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=69, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3623","21.536467","IODataDevice_xx:xx:xx","Broadcast","802.11","475","0 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=179, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3624","21.540015","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","0 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=70, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3636","21.638829","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=180, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3637","21.642422","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=71, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3651","21.741535","IODataDevice_xx:xx:xx","Broadcast","802.11","475","-39 dBm","IODataDevice_xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=181, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
"3652","21.744812","xx:xx:xx:xx:xx:xx","Broadcast","802.11","462","-39 dBm","xx:xx:xx:xx:xx:xx","""IODATA-xxxxxxx""","Beacon frame, SN=72, FN=0, Flags=........C, BI=100, SSID=""IODATA-xxxxxxx"""
